article_id,status,category,primary_keyword,secondary_keywords,search_intent,working_title,slug,output_path,parent_hub,protected_intent_conflict,requires_sources,source_notes,internal_link_targets,commercial_link_target,author,planned_date,score,quality_status,last_checked,published_date,notes,batch_id
DL-0326,PLANNED,Du lịch,lên kế hoạch đi vườn quốc gia xuân sơn bằng xe máy trọn vẹn,lên kế hoạch đi vườn quốc gia xuân sơn bằng xe máy trọn vẹn,informational,Lên kế hoạch đi Vườn quốc gia Xuân Sơn bằng xe máy trọn vẹn,dl-0326-len-ke-hoach-di-vuon-quoc-gia-xuan-son-bang-xe-may-tron-ven,cam-nang/du-lich/dl-0326-len-ke-hoach-di-vuon-quoc-gia-xuan-son-bang-xe-may-tron-ven.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-02,,,,,,BATCH-038
KN-0327,PLANNED,Kinh nghiệm,kinh nghiệm thuê xe máy theo cặp vợ chồng,kinh nghiệm thuê xe máy theo cặp vợ chồng,informational,Kinh nghiệm thuê xe máy theo cặp vợ chồng,kn-0327-kinh-nghiem-thue-xe-may-theo-cap-vo-chong,cam-nang/kinh-nghiem/kn-0327-kinh-nghiem-thue-xe-may-theo-cap-vo-chong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-03,,,,,,BATCH-038
XM-0327,PLANNED,Xe máy,gioăng máy của honda air blade hỏng thì thế nào,gioăng máy của honda air blade hỏng thì thế nào,informational,gioăng máy của Honda Air Blade hỏng thì thế nào,xm-0327-gioang-may-cua-honda-air-blade-hong-thi-the-nao,cam-nang/xe-may/xm-0327-gioang-may-cua-honda-air-blade-hong-thi-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-04,,,,,,BATCH-038
DL-0327,PLANNED,Du lịch,mùa hè đến vườn quốc gia xuân sơn bằng xe máy nên đi lúc nào,mùa hè đến vườn quốc gia xuân sơn bằng xe máy nên đi lúc nào,informational,Mùa hè đến Vườn quốc gia Xuân Sơn bằng xe máy nên đi lúc nào,dl-0327-mua-he-den-vuon-quoc-gia-xuan-son-bang-xe-may-nen-di-luc-nao,cam-nang/du-lich/dl-0327-mua-he-den-vuon-quoc-gia-xuan-son-bang-xe-may-nen-di-luc-nao.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-05,,,,,,BATCH-038
KN-0328,PLANNED,Kinh nghiệm,kinh nghiệm thuê thêm xe khi nhà có khách,kinh nghiệm thuê thêm xe khi nhà có khách,informational,Kinh nghiệm thuê thêm xe khi nhà có khách,kn-0328-kinh-nghiem-thue-them-xe-khi-nha-co-khach,cam-nang/kinh-nghiem/kn-0328-kinh-nghiem-thue-them-xe-khi-nha-co-khach.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-06,,,,,,BATCH-038
XM-0328,PLANNED,Xe máy,thuê xe gặp bị hụt gas khi vặn phải xử lý thế nào,thuê xe gặp bị hụt gas khi vặn phải xử lý thế nào,informational,Thuê xe gặp bị hụt gas khi vặn phải xử lý thế nào,xm-0328-thue-xe-gap-bi-hut-gas-khi-van-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0328-thue-xe-gap-bi-hut-gas-khi-van-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-07,,,,,,BATCH-038
DL-0328,PLANNED,Du lịch,món ăn mùa của vườn quốc gia xuân sơn đáng thử,món ăn mùa của vườn quốc gia xuân sơn đáng thử,informational,Món ăn mùa của Vườn quốc gia Xuân Sơn đáng thử,dl-0328-mon-an-mua-cua-vuon-quoc-gia-xuan-son-dang-thu,cam-nang/du-lich/dl-0328-mon-an-mua-cua-vuon-quoc-gia-xuan-son-dang-thu.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-08,,,,,,BATCH-038
KN-0329,PLANNED,Kinh nghiệm,kinh nghiệm nhờ người nhà nhận xe thuê giúp,kinh nghiệm nhờ người nhà nhận xe thuê giúp,informational,Kinh nghiệm nhờ người nhà nhận xe thuê giúp,kn-0329-kinh-nghiem-nho-nguoi-nha-nhan-xe-thue-giup,cam-nang/kinh-nghiem/kn-0329-kinh-nghiem-nho-nguoi-nha-nhan-xe-thue-giup.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-09,,,,,,BATCH-038
XM-0329,PLANNED,Xe máy,thuê xe gặp có tiếng rè trong vành phải xử lý thế nào,thuê xe gặp có tiếng rè trong vành phải xử lý thế nào,informational,Thuê xe gặp có tiếng rè trong vành phải xử lý thế nào,xm-0329-thue-xe-gap-co-tieng-re-trong-vanh-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0329-thue-xe-gap-co-tieng-re-trong-vanh-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-10,,,,,,BATCH-038
DL-0329,PLANNED,Du lịch,góc chụp mưa ở vườn quốc gia xuân sơn có đáng thử không,góc chụp mưa ở vườn quốc gia xuân sơn có đáng thử không,informational,Góc chụp mưa ở Vườn quốc gia Xuân Sơn có đáng thử không,dl-0329-goc-chup-mua-o-vuon-quoc-gia-xuan-son-co-dang-thu-khong,cam-nang/du-lich/dl-0329-goc-chup-mua-o-vuon-quoc-gia-xuan-son-co-dang-thu-khong.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-11,,,,,,BATCH-038
KN-0330,PLANNED,Kinh nghiệm,kinh nghiệm kiểm tra mũ bảo hiểm kèm xe thuê,kinh nghiệm kiểm tra mũ bảo hiểm kèm xe thuê,informational,Kinh nghiệm kiểm tra mũ bảo hiểm kèm xe thuê,kn-0330-kinh-nghiem-kiem-tra-mu-bao-hiem-kem-xe-thue,cam-nang/kinh-nghiem/kn-0330-kinh-nghiem-kiem-tra-mu-bao-hiem-kem-xe-thue.html,kinhnghiem.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-12,,,,,,BATCH-038
XM-0330,PLANNED,Xe máy,thuê xe gặp khó vào số khi trời lạnh phải xử lý thế nào,thuê xe gặp khó vào số khi trời lạnh phải xử lý thế nào,informational,Thuê xe gặp khó vào số khi trời lạnh phải xử lý thế nào,xm-0330-thue-xe-gap-kho-vao-so-khi-troi-lanh-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0330-thue-xe-gap-kho-vao-so-khi-troi-lanh-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-13,,,,,,BATCH-038
DL-0330,PLANNED,Du lịch,kinh nghiệm đi xe máy đến khu du lịch tam chúc từ hà nội,kinh nghiệm đi xe máy đến khu du lịch tam chúc từ hà nội,informational,Kinh nghiệm đi xe máy đến Khu du lịch Tam Chúc từ Hà Nội,dl-0330-kinh-nghiem-di-xe-may-den-khu-du-lich-tam-chuc-tu-ha-noi,cam-nang/du-lich/dl-0330-kinh-nghiem-di-xe-may-den-khu-du-lich-tam-chuc-tu-ha-noi.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-14,,,,,,BATCH-038
KN-0331,PLANNED,Kinh nghiệm,kinh nghiệm mang theo hai mũ bảo hiểm khi thuê,kinh nghiệm mang theo hai mũ bảo hiểm khi thuê,informational,Kinh nghiệm mang theo hai mũ bảo hiểm khi thuê,kn-0331-kinh-nghiem-mang-theo-hai-mu-bao-hiem-khi-thue,cam-nang/kinh-nghiem/kn-0331-kinh-nghiem-mang-theo-hai-mu-bao-hiem-khi-thue.html,kinhnghiem.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-15,,,,,,BATCH-038
XM-0331,PLANNED,Xe máy,thuê xe gặp rung khi chạy tốc độ cao phải xử lý thế nào,thuê xe gặp rung khi chạy tốc độ cao phải xử lý thế nào,informational,Thuê xe gặp rung khi chạy tốc độ cao phải xử lý thế nào,xm-0331-thue-xe-gap-rung-khi-chay-toc-do-cao-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0331-thue-xe-gap-rung-khi-chay-toc-do-cao-phai-xu-ly-the-nao.html,xemay.html,no,true,Xác minh theo nguồn chính thức trước khi xuất bản,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-16,,,,,,BATCH-038
DL-0331,PLANNED,Du lịch,đi xe máy đến khu du lịch tam chúc mùa nào đẹp nhất,đi xe máy đến khu du lịch tam chúc mùa nào đẹp nhất,informational,Đi xe máy đến Khu du lịch Tam Chúc mùa nào đẹp nhất,dl-0331-di-xe-may-den-khu-du-lich-tam-chuc-mua-nao-dep-nhat,cam-nang/du-lich/dl-0331-di-xe-may-den-khu-du-lich-tam-chuc-mua-nao-dep-nhat.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-17,,,,,,BATCH-038
KN-0332,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy mùa hoa sữa,kinh nghiệm chạy xe máy mùa hoa sữa,informational,Kinh nghiệm chạy xe máy mùa hoa sữa,kn-0332-kinh-nghiem-chay-xe-may-mua-hoa-sua,cam-nang/kinh-nghiem/kn-0332-kinh-nghiem-chay-xe-may-mua-hoa-sua.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-18,,,,,,BATCH-038
XM-0332,PLANNED,Xe máy,thuê xe gặp bốc khói trắng phải xử lý thế nào,thuê xe gặp bốc khói trắng phải xử lý thế nào,informational,Thuê xe gặp bốc khói trắng phải xử lý thế nào,xm-0332-thue-xe-gap-boc-khoi-trang-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0332-thue-xe-gap-boc-khoi-trang-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-19,,,,,,BATCH-038
DL-0332,PLANNED,Du lịch,ăn gì khi du lịch khu du lịch tam chúc bằng xe máy,ăn gì khi du lịch khu du lịch tam chúc bằng xe máy,informational,Ăn gì khi du lịch Khu du lịch Tam Chúc bằng xe máy,dl-0332-an-gi-khi-du-lich-khu-du-lich-tam-chuc-bang-xe-may,cam-nang/du-lich/dl-0332-an-gi-khi-du-lich-khu-du-lich-tam-chuc-bang-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-20,,,,,,BATCH-038
KN-0333,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy mùa hoa phượng,kinh nghiệm chạy xe máy mùa hoa phượng,informational,Kinh nghiệm chạy xe máy mùa hoa phượng,kn-0333-kinh-nghiem-chay-xe-may-mua-hoa-phuong,cam-nang/kinh-nghiem/kn-0333-kinh-nghiem-chay-xe-may-mua-hoa-phuong.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-21,,,,,,BATCH-038
XM-0333,PLANNED,Xe máy,thuê xe gặp tự tắt máy khi chờ đèn đỏ phải xử lý thế nào,thuê xe gặp tự tắt máy khi chờ đèn đỏ phải xử lý thế nào,informational,Thuê xe gặp tự tắt máy khi chờ đèn đỏ phải xử lý thế nào,xm-0333-thue-xe-gap-tu-tat-may-khi-cho-den-do-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0333-thue-xe-gap-tu-tat-may-khi-cho-den-do-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-22,,,,,,BATCH-038
DL-0333,PLANNED,Du lịch,những góc chụp ảnh đẹp ở khu du lịch tam chúc cho người đi xe máy,những góc chụp ảnh đẹp ở khu du lịch tam chúc cho người đi xe máy,informational,Những góc chụp ảnh đẹp ở Khu du lịch Tam Chúc cho người đi xe máy,dl-0333-nhung-goc-chup-anh-dep-o-khu-du-lich-tam-chuc-cho-nguoi-di-x,cam-nang/du-lich/dl-0333-nhung-goc-chup-anh-dep-o-khu-du-lich-tam-chuc-cho-nguoi-di-x.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-23,,,,,,BATCH-038
KN-0334,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy ngắm hồ điều hòa,kinh nghiệm chạy xe máy ngắm hồ điều hòa,informational,Kinh nghiệm chạy xe máy ngắm hồ điều hòa,kn-0334-kinh-nghiem-chay-xe-may-ngam-ho-dieu-hoa,cam-nang/kinh-nghiem/kn-0334-kinh-nghiem-chay-xe-may-ngam-ho-dieu-hoa.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-24,,,,,,BATCH-038
XM-0334,PLANNED,Xe máy,thuê xe gặp bị lệch tay lái phải xử lý thế nào,thuê xe gặp bị lệch tay lái phải xử lý thế nào,informational,Thuê xe gặp bị lệch tay lái phải xử lý thế nào,xm-0334-thue-xe-gap-bi-lech-tay-lai-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0334-thue-xe-gap-bi-lech-tay-lai-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-25,,,,,,BATCH-039
DL-0334,PLANNED,Du lịch,đi xe máy đến đầm sen tây hồ: cần chuẩn bị gì,đi xe máy đến đầm sen tây hồ: cần chuẩn bị gì,informational,Đi xe máy đến Đầm sen Tây Hồ: cần chuẩn bị gì,dl-0334-di-xe-may-den-dam-sen-tay-ho-can-chuan-bi-gi,cam-nang/du-lich/dl-0334-di-xe-may-den-dam-sen-tay-ho-can-chuan-bi-gi.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-26,,,,,,BATCH-039
KN-0335,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy dạo công viên cây xanh,kinh nghiệm chạy xe máy dạo công viên cây xanh,informational,Kinh nghiệm chạy xe máy dạo công viên cây xanh,kn-0335-kinh-nghiem-chay-xe-may-dao-cong-vien-cay-xanh,cam-nang/kinh-nghiem/kn-0335-kinh-nghiem-chay-xe-may-dao-cong-vien-cay-xanh.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-27,,,,,,BATCH-039
XM-0335,PLANNED,Xe máy,thuê xe gặp có mùi xăng trong cốp phải xử lý thế nào,thuê xe gặp có mùi xăng trong cốp phải xử lý thế nào,informational,Thuê xe gặp có mùi xăng trong cốp phải xử lý thế nào,xm-0335-thue-xe-gap-co-mui-xang-trong-cop-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0335-thue-xe-gap-co-mui-xang-trong-cop-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-28,,,,,,BATCH-039
DL-0335,PLANNED,Du lịch,tháng nào nên đi đầm sen tây hồ bằng xe máy,tháng nào nên đi đầm sen tây hồ bằng xe máy,informational,Tháng nào nên đi Đầm sen Tây Hồ bằng xe máy,dl-0335-thang-nao-nen-di-dam-sen-tay-ho-bang-xe-may,cam-nang/du-lich/dl-0335-thang-nao-nen-di-dam-sen-tay-ho-bang-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-01,,,,,,BATCH-039
KN-0336,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy đi ngắm cầu long biên đêm,kinh nghiệm chạy xe máy đi ngắm cầu long biên đêm,informational,Kinh nghiệm chạy xe máy đi ngắm cầu Long Biên đêm,kn-0336-kinh-nghiem-chay-xe-may-di-ngam-cau-long-bien-dem,cam-nang/kinh-nghiem/kn-0336-kinh-nghiem-chay-xe-may-di-ngam-cau-long-bien-dem.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-02,,,,,,BATCH-039
XM-0336,PLANNED,Xe máy,thuê xe gặp xi nhan chập chờn phải xử lý thế nào,thuê xe gặp xi nhan chập chờn phải xử lý thế nào,informational,Thuê xe gặp xi nhan chập chờn phải xử lý thế nào,xm-0336-thue-xe-gap-xi-nhan-chap-chon-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0336-thue-xe-gap-xi-nhan-chap-chon-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-03,,,,,,BATCH-039
DL-0336,PLANNED,Du lịch,đặc sản đầm sen tây hồ nào phải thử khi đi xe máy,đặc sản đầm sen tây hồ nào phải thử khi đi xe máy,informational,Đặc sản Đầm sen Tây Hồ nào phải thử khi đi xe máy,dl-0336-dac-san-dam-sen-tay-ho-nao-phai-thu-khi-di-xe-may,cam-nang/du-lich/dl-0336-dac-san-dam-sen-tay-ho-nao-phai-thu-khi-di-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-04,,,,,,BATCH-039
KN-0337,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy lên cầu nhật tân ngắm sông,kinh nghiệm chạy xe máy lên cầu nhật tân ngắm sông,informational,Kinh nghiệm chạy xe máy lên cầu Nhật Tân ngắm sông,kn-0337-kinh-nghiem-chay-xe-may-len-cau-nhat-tan-ngam-song,cam-nang/kinh-nghiem/kn-0337-kinh-nghiem-chay-xe-may-len-cau-nhat-tan-ngam-song.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-05,,,,,,BATCH-039
XM-0337,PLANNED,Xe máy,thuê xe gặp phanh trước kêu cọt kẹt phải xử lý thế nào,thuê xe gặp phanh trước kêu cọt kẹt phải xử lý thế nào,informational,Thuê xe gặp phanh trước kêu cọt kẹt phải xử lý thế nào,xm-0337-thue-xe-gap-phanh-truoc-keu-cot-ket-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0337-thue-xe-gap-phanh-truoc-keu-cot-ket-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-06,,,,,,BATCH-039
DL-0337,PLANNED,Du lịch,điểm ngắm hoàng hôn ở đầm sen tây hồ khi đi xe máy,điểm ngắm hoàng hôn ở đầm sen tây hồ khi đi xe máy,informational,Điểm ngắm hoàng hôn ở Đầm sen Tây Hồ khi đi xe máy,dl-0337-diem-ngam-hoang-hon-o-dam-sen-tay-ho-khi-di-xe-may,cam-nang/du-lich/dl-0337-diem-ngam-hoang-hon-o-dam-sen-tay-ho-khi-di-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-07,,,,,,BATCH-039
KN-0338,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy quanh phố cổ sáng sớm cuối tuần,kinh nghiệm chạy xe máy quanh phố cổ sáng sớm cuối tuần,informational,Kinh nghiệm chạy xe máy quanh phố cổ sáng sớm cuối tuần,kn-0338-kinh-nghiem-chay-xe-may-quanh-pho-co-sang-som-cuoi-tuan,cam-nang/kinh-nghiem/kn-0338-kinh-nghiem-chay-xe-may-quanh-pho-co-sang-som-cuoi-tuan.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-08,,,,,,BATCH-039
XM-0338,PLANNED,Xe máy,thuê xe gặp nhảy đèn báo acquy phải xử lý thế nào,thuê xe gặp nhảy đèn báo acquy phải xử lý thế nào,informational,Thuê xe gặp nhảy đèn báo acquy phải xử lý thế nào,xm-0338-thue-xe-gap-nhay-den-bao-acquy-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0338-thue-xe-gap-nhay-den-bao-acquy-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-09,,,,,,BATCH-039
DL-0338,PLANNED,Du lịch,lộ trình đi xe máy từ hà nội đến chợ đồng xuân,lộ trình đi xe máy từ hà nội đến chợ đồng xuân,informational,Lộ trình đi xe máy từ Hà Nội đến Chợ Đồng Xuân,dl-0338-lo-trinh-di-xe-may-tu-ha-noi-den-cho-dong-xuan,cam-nang/du-lich/dl-0338-lo-trinh-di-xe-may-tu-ha-noi-den-cho-dong-xuan.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-10,,,,,,BATCH-039
KN-0339,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy tìm quán cà phê view đẹp,kinh nghiệm chạy xe máy tìm quán cà phê view đẹp,informational,Kinh nghiệm chạy xe máy tìm quán cà phê view đẹp,kn-0339-kinh-nghiem-chay-xe-may-tim-quan-ca-phe-view-dep,cam-nang/kinh-nghiem/kn-0339-kinh-nghiem-chay-xe-may-tim-quan-ca-phe-view-dep.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-11,,,,,,BATCH-039
XM-0339,PLANNED,Xe máy,thuê xe gặp đề không nổ trời ẩm phải xử lý thế nào,thuê xe gặp đề không nổ trời ẩm phải xử lý thế nào,informational,Thuê xe gặp đề không nổ trời ẩm phải xử lý thế nào,xm-0339-thue-xe-gap-de-khong-no-troi-am-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0339-thue-xe-gap-de-khong-no-troi-am-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-12,,,,,,BATCH-039
DL-0339,PLANNED,Du lịch,đi xe máy đến chợ đồng xuân cuối tuần hay ngày thường,đi xe máy đến chợ đồng xuân cuối tuần hay ngày thường,informational,Đi xe máy đến Chợ Đồng Xuân cuối tuần hay ngày thường,dl-0339-di-xe-may-den-cho-dong-xuan-cuoi-tuan-hay-ngay-thuong,cam-nang/du-lich/dl-0339-di-xe-may-den-cho-dong-xuan-cuoi-tuan-hay-ngay-thuong.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-13,,,,,,BATCH-039
KN-0340,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy săn ẩm thực đêm,kinh nghiệm chạy xe máy săn ẩm thực đêm,informational,Kinh nghiệm chạy xe máy săn ẩm thực đêm,kn-0340-kinh-nghiem-chay-xe-may-san-am-thuc-dem,cam-nang/kinh-nghiem/kn-0340-kinh-nghiem-chay-xe-may-san-am-thuc-dem.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-14,,,,,,BATCH-039
XM-0340,PLANNED,Xe máy,thuê xe gặp chết máy giữa đường phải xử lý thế nào,thuê xe gặp chết máy giữa đường phải xử lý thế nào,informational,Thuê xe gặp chết máy giữa đường phải xử lý thế nào,xm-0340-thue-xe-gap-chet-may-giua-duong-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0340-thue-xe-gap-chet-may-giua-duong-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-15,,,,,,BATCH-039
DL-0340,PLANNED,Du lịch,quán ăn nổi tiếng gần chợ đồng xuân cho khách đi xe máy,quán ăn nổi tiếng gần chợ đồng xuân cho khách đi xe máy,informational,Quán ăn nổi tiếng gần Chợ Đồng Xuân cho khách đi xe máy,dl-0340-quan-an-noi-tieng-gan-cho-dong-xuan-cho-khach-di-xe-may,cam-nang/du-lich/dl-0340-quan-an-noi-tieng-gan-cho-dong-xuan-cho-khach-di-xe-may.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-16,,,,,,BATCH-039
KN-0341,PLANNED,Kinh nghiệm,kinh nghiệm chạy xe máy đi chụp ảnh phố đêm,kinh nghiệm chạy xe máy đi chụp ảnh phố đêm,informational,Kinh nghiệm chạy xe máy đi chụp ảnh phố đêm,kn-0341-kinh-nghiem-chay-xe-may-di-chup-anh-pho-dem,cam-nang/kinh-nghiem/kn-0341-kinh-nghiem-chay-xe-may-di-chup-anh-pho-dem.html,kinhnghiem.html,no,false,Không bắt buộc nguồn chính thức,kinhnghiem.html; thutuc.html; hoidap.html,thutuc.html,Mr Tú,2027-06-17,,,,,,BATCH-039
XM-0341,PLANNED,Xe máy,thuê xe gặp ga nặng không tăng tốc phải xử lý thế nào,thuê xe gặp ga nặng không tăng tốc phải xử lý thế nào,informational,Thuê xe gặp ga nặng không tăng tốc phải xử lý thế nào,xm-0341-thue-xe-gap-ga-nang-khong-tang-toc-phai-xu-ly-the-nao,cam-nang/xe-may/xm-0341-thue-xe-gap-ga-nang-khong-tang-toc-phai-xu-ly-the-nao.html,xemay.html,no,false,Không bắt buộc nguồn chính thức,xemay.html; kinhnghiem.html; antoan.html,banggia.html,Mr Tú,2027-06-18,,,,,,BATCH-039
DL-0341,PLANNED,Du lịch,chụp ảnh sáng sớm ở chợ đồng xuân có gì đẹp,chụp ảnh sáng sớm ở chợ đồng xuân có gì đẹp,informational,Chụp ảnh sáng sớm ở Chợ Đồng Xuân có gì đẹp,dl-0341-chup-anh-sang-som-o-cho-dong-xuan-co-gi-dep,cam-nang/du-lich/dl-0341-chup-anh-sang-som-o-cho-dong-xuan-co-gi-dep.html,dulich.html,no,false,Không bắt buộc nguồn chính thức,dulich.html; cungduong.html; kinhnghiem.html,banggia.html,Mr Tú,2027-06-19,,,,,,BATCH-039
